LoanID,ClienteID,Fecha,SaldoContable,CentroCosto
L11072,C04814,2025-11-01,186433,Valencia
L11073,C03217,2025-11-01,225662,Madrid
L11074,C03667,2025-11-01,163958,Barcelona
L11075,C01409,2025-11-01,99643,Barcelona
L11076,C04365,2025-11-01,85954,Madrid
L11077,C04078,2025-11-01,54628,Sevilla
L11078,C01478,2025-11-01,131082,Madrid
L11079,C04961,2025-11-01,294116,Valencia
L11080,C02398,2025-11-01,91530,Barcelona
L11081,C00110,2025-11-01,77254,Barcelona
L11082,C03555,2025-11-01,83490,Madrid
L11083,C00650,2025-11-01,73751,Valencia
L11084,C01500,2025-11-01,192482,Madrid
L11085,C00596,2025-11-01,127659,Sevilla
L11086,C00979,2025-11-01,56594,Madrid
L11087,C00731,2025-11-01,270367,Madrid
L11088,C00057,2025-11-01,268387,Barcelona
L11089,C02244,2025-11-01,218621,Valencia
L11090,C01702,2025-11-01,287758,Barcelona
L11091,C01287,2025-11-01,108398,Madrid
L11092,C00112,2025-11-01,257176,Madrid
L11093,C04807,2025-11-01,181198,Valencia
L11094,C01202,2025-11-01,196461,Sevilla
L11095,C00948,2025-11-01,13480,Madrid
L11096,C04122,2025-11-01,70310,Madrid
L11097,C00758,2025-11-01,183739,Madrid
L11098,C03389,2025-11-01,50402,Sevilla
L11099,C01842,2025-11-01,160734,Barcelona
L11100,C03536,2025-11-01,125660,Bilbao
L11101,C02294,2025-11-01,138938,Barcelona
L11102,C01105,2025-11-01,279223,Sevilla
L11103,C00662,2025-11-01,64660,Bilbao
L11104,C00909,2025-11-01,216924,Barcelona
L11105,C04618,2025-11-01,213895,Valencia
L11106,C01857,2025-11-01,71171,Valencia
L11107,C02312,2025-11-01,47328,Madrid
L11108,C00790,2025-11-01,259087,Barcelona
L11109,C00172,2025-11-01,206483,Sevilla
L11110,C04361,2025-11-01,177669,Bilbao
L11111,C01987,2025-11-01,12881,Sevilla
L11112,C01886,2025-11-01,69987,Bilbao
L11113,C00476,2025-11-01,222327,Valencia
L11114,C01050,2025-11-01,210995,Madrid
L11115,C04130,2025-11-01,83669,Valencia
L11116,C02312,2025-11-01,60281,Barcelona
L11117,C01162,2025-11-01,292930,Madrid
L11118,C00816,2025-11-01,253821,Sevilla
L11119,C03767,2025-11-01,265352,Valencia
L11120,C02923,2025-11-01,32260,Sevilla
L11121,C00754,2025-11-01,73646,Madrid
L11122,C04662,2025-11-01,145295,Bilbao
L11123,C00462,2025-11-01,241398,Madrid
L11124,C03240,2025-11-01,130202,Valencia
L11125,C02703,2025-11-01,227966,Madrid
L11126,C00081,2025-11-01,203784,Barcelona
L11127,C02805,2025-11-01,106513,Madrid
L11128,C00870,2025-11-01,99454,Barcelona
L11129,C04695,2025-11-01,277280,Sevilla
L11130,C00807,2025-11-01,114249,Sevilla
L11131,C01935,2025-11-01,70649,Sevilla
L11132,C00704,2025-11-01,98675,Barcelona
L11133,C02524,2025-11-01,119492,Valencia
L11134,C02640,2025-11-01,271989,Madrid
L11135,C04583,2025-11-01,140977,Valencia
L11136,C03910,2025-11-01,159548,Barcelona
L11137,C04802,2025-11-01,134630,Madrid
L11138,C01165,2025-11-01,163842,Valencia
L11139,C00620,2025-11-01,75237,Madrid
L11140,C03067,2025-11-01,143930,Valencia
L11141,C04873,2025-11-01,230573,Madrid
L11142,C00447,2025-11-01,146462,Valencia
L11143,C02338,2025-11-01,217186,Barcelona
L11144,C00209,2025-11-01,269068,Valencia
L11145,C02461,2025-11-01,131372,Madrid
L11146,C03443,2025-11-01,290848,Barcelona
L11147,C02712,2025-11-01,158775,Madrid
L11148,C02338,2025-11-01,251684,Sevilla
L11149,C01292,2025-11-01,21548,Madrid
L11150,C02199,2025-11-01,54015,Barcelona
L11151,C01401,2025-11-01,194007,Barcelona
L11152,C04951,2025-11-01,225529,Madrid
L11153,C02656,2025-11-01,285683,Barcelona
L11154,C04013,2025-11-01,20326,Barcelona
L11155,C00705,2025-11-01,144981,Madrid
L11156,C00826,2025-11-01,259091,Valencia
L11157,C01005,2025-11-01,15460,Madrid
L11158,C03461,2025-11-01,17071,Madrid
L11159,C00377,2025-11-01,77381,Valencia
L11160,C00973,2025-11-01,216230,Valencia
L11161,C04214,2025-11-01,72146,Madrid
L11162,C03077,2025-11-01,234143,Valencia
L11163,C00444,2025-11-01,52963,Barcelona
L11164,C00755,2025-11-01,114725,Barcelona
L11165,C03605,2025-11-01,289153,Barcelona
L11166,C04736,2025-11-01,221781,Bilbao
L11167,C02172,2025-11-01,52479,Valencia
L11168,C02706,2025-11-01,223562,Madrid
L11169,C03466,2025-11-01,215848,Madrid
L11170,C02712,2025-11-01,92035,Sevilla
L11171,C02408,2025-11-01,10910,Barcelona
L11172,C00623,2025-11-01,153698,Madrid
L11173,C01724,2025-11-01,70921,Madrid
L11174,C03323,2025-11-01,273953,Barcelona
L11175,C01920,2025-11-01,30050,Barcelona
L11176,C00919,2025-11-01,137817,Valencia
L11177,C04216,2025-11-01,101081,Valencia
L11178,C00582,2025-11-01,153631,Sevilla
L11179,C03882,2025-11-01,166854,Barcelona
L11180,C01687,2025-11-01,272469,Valencia
L11181,C03910,2025-11-01,47533,Sevilla
L11182,C02000,2025-11-01,208966,Madrid
L11183,C02712,2025-11-01,48290,Valencia
L11184,C00401,2025-11-01,63965,Valencia
L11185,C03649,2025-11-01,84299,Sevilla
L11186,C02629,2025-11-01,97407,Madrid
L11187,C01657,2025-11-01,30054,Barcelona
L11188,C00621,2025-11-01,84700,Madrid
L11189,C00247,2025-11-01,123406,Barcelona
L11190,C03340,2025-11-01,40992,Bilbao
L11191,C03011,2025-11-01,32029,Barcelona
L11192,C04720,2025-11-01,222033,Sevilla
L11193,C02369,2025-11-01,135626,Sevilla
L11194,C03995,2025-11-01,274785,Barcelona
L11195,C01840,2025-11-01,161925,Bilbao
L11196,C02904,2025-11-01,230566,Sevilla
L11197,C04396,2025-11-01,52445,Barcelona
L11198,C04499,2025-11-01,234003,Barcelona
L11199,C03692,2025-11-01,29322,Madrid
L11200,C03842,2025-11-01,10578,Barcelona
L11201,C04349,2025-11-01,209166,Barcelona
L11202,C01393,2025-11-01,272504,Valencia
L11203,C03751,2025-11-01,13711,Madrid
L11204,C04256,2025-11-01,55421,Sevilla
L11205,C03009,2025-11-01,147051,Barcelona
L11206,C04301,2025-11-01,52586,Barcelona
L11207,C03339,2025-11-01,206242,Madrid
L11208,C03515,2025-11-01,192785,Bilbao
L11209,C04954,2025-11-01,192432,Barcelona
L11210,C00760,2025-11-01,169040,Sevilla
L11211,C02769,2025-11-01,116629,Madrid
L11212,C03089,2025-11-01,105216,Madrid
L11213,C02116,2025-11-01,137503,Valencia
L11214,C04229,2025-11-01,47013,Bilbao
L11215,C01724,2025-11-01,42610,Valencia
L11216,C02967,2025-11-01,34355,Valencia
L11217,C00430,2025-11-01,138642,Barcelona
L11218,C02356,2025-11-01,263029,Madrid
L11219,C02460,2025-11-01,285065,Barcelona
L11220,C04193,2025-11-01,36781,Madrid
L11221,C01719,2025-11-01,97665,Madrid
L11222,C01266,2025-11-01,224690,Barcelona
L11223,C01309,2025-11-01,254704,Madrid
L11224,C01051,2025-11-01,208406,Sevilla
L11225,C03474,2025-11-01,211161,Madrid
L11226,C02250,2025-11-01,222360,Barcelona
L11227,C02810,2025-11-01,283910,Barcelona
L11228,C02922,2025-11-01,264187,Bilbao
L11229,C04677,2025-11-01,71654,Valencia
L11230,C04042,2025-11-01,9155,Madrid
L11231,C02418,2025-11-01,12254,Barcelona
L11232,C00533,2025-11-01,258991,Barcelona
L11233,C00899,2025-11-01,153250,Madrid
L11234,C02655,2025-11-01,112753,Madrid
L11235,C01470,2025-11-01,157481,Barcelona
L11236,C02921,2025-11-01,53480,Madrid
L11237,C01253,2025-11-01,185427,Madrid
L11238,C00770,2025-11-01,272762,Madrid
L11239,C00834,2025-11-01,242047,Barcelona
L11240,C02210,2025-11-01,61753,Madrid
L11241,C04650,2025-11-01,222614,Madrid
L11242,C03425,2025-11-01,81079,Valencia
L11243,C01092,2025-11-01,171093,Valencia
L11244,C01197,2025-11-01,15827,Madrid
L11245,C03915,2025-11-01,14880,Barcelona
L11246,C01661,2025-11-01,128350,Sevilla
L11247,C04655,2025-11-01,224535,Valencia
L11248,C00261,2025-11-01,229502,Madrid
L11249,C02265,2025-11-01,152219,Barcelona
L11250,C04901,2025-11-01,209701,Valencia
L11251,C01186,2025-11-01,98855,Madrid
L11252,C02450,2025-11-01,283438,Madrid
L11253,C03534,2025-11-01,235838,Valencia
L11254,C04371,2025-11-01,171095,Madrid
L11255,C04302,2025-11-01,144407,Barcelona
L11256,C03345,2025-11-01,194421,Barcelona
L11257,C00867,2025-11-01,276910,Sevilla
L11258,C00093,2025-11-01,99089,Barcelona
L11259,C03179,2025-11-01,295509,Sevilla
L11260,C01352,2025-11-01,49645,Madrid
L11261,C00365,2025-11-01,134049,Sevilla
L11262,C04917,2025-11-01,287650,Barcelona
L11263,C03719,2025-11-01,151552,Sevilla
L11264,C01925,2025-11-01,157784,Barcelona
L11265,C03096,2025-11-01,130691,Barcelona
L11266,C02539,2025-11-01,41548,Sevilla
L11267,C01297,2025-11-01,171514,Sevilla
L11268,C02277,2025-11-01,244943,Barcelona
L11269,C00003,2025-11-01,202089,Sevilla
L11270,C03493,2025-11-01,291715,Valencia
L11271,C01754,2025-11-01,146743,Barcelona
L11272,C00911,2025-11-01,259707,Bilbao
L11273,C00307,2025-11-01,25419,Madrid
L11274,C04232,2025-11-01,168037,Barcelona
L11275,C04016,2025-11-01,296125,Barcelona
L11276,C01439,2025-11-01,29836,Bilbao
L11277,C00873,2025-11-01,161408,Madrid
L11278,C01142,2025-11-01,109149,Valencia
L11279,C00666,2025-11-01,227075,Valencia
L11280,C00209,2025-11-01,161532,Madrid
L11281,C00952,2025-11-01,239438,Madrid
L11282,C01058,2025-11-01,27579,Madrid
L11283,C04745,2025-11-01,11792,Madrid
L11284,C04723,2025-11-01,102974,Sevilla
L11285,C04621,2025-11-01,87044,Bilbao
L11286,C04009,2025-11-01,217558,Bilbao
L11287,C01869,2025-11-01,103714,Barcelona
L11288,C04865,2025-11-01,171562,Valencia
L11289,C00772,2025-11-01,205964,Sevilla
L11290,C04836,2025-11-01,283072,Sevilla
L11291,C04031,2025-11-01,222805,Madrid
L11292,C00522,2025-11-01,40076,Madrid
L11293,C03356,2025-11-01,216068,Bilbao
L11294,C01401,2025-11-01,289748,Valencia
L11295,C03739,2025-11-01,261840,Sevilla
L11296,C04344,2025-11-01,150385,Barcelona
L11297,C03724,2025-11-01,230350,Barcelona
L11298,C03248,2025-11-01,169149,Valencia
L11299,C01859,2025-11-01,149615,Barcelona
L11300,C04782,2025-11-01,12280,Barcelona
L11301,C04065,2025-11-01,248015,Barcelona
L11302,C04682,2025-11-01,271549,Madrid
L11303,C02399,2025-11-01,197902,Barcelona
L11304,C00143,2025-11-01,213796,Barcelona
L11305,C02852,2025-11-01,262310,Valencia
L11306,C03470,2025-11-01,224098,Madrid
L11307,C03696,2025-11-01,54031,Bilbao
L11308,C00718,2025-11-01,96755,Valencia
L11309,C00643,2025-11-01,138432,Madrid
L11310,C03441,2025-11-01,125441,Madrid
L11311,C02549,2025-11-01,62938,Valencia
L11312,C03694,2025-11-01,116437,Barcelona
L11313,C00370,2025-11-01,67095,Barcelona
L11314,C03651,2025-11-01,111205,Sevilla
L11315,C00787,2025-11-01,123900,Barcelona
L11316,C00950,2025-11-01,165300,Valencia
L11317,C00522,2025-11-01,130547,Barcelona
L11318,C02944,2025-11-01,221762,Madrid
L11319,C00355,2025-11-01,237662,Barcelona
L11320,C02336,2025-11-01,83357,Bilbao
L11321,C01483,2025-11-01,101680,Barcelona
L11322,C01648,2025-11-01,88563,Sevilla
L11323,C03046,2025-11-01,78402,Sevilla
L11324,C04632,2025-11-01,258023,Madrid
L11325,C02216,2025-11-01,58329,Valencia
L11326,C04717,2025-11-01,77641,Valencia
L11327,C00428,2025-11-01,267319,Barcelona
L11328,C02538,2025-11-01,26722,Valencia
L11329,C00545,2025-11-01,58089,Madrid
L11330,C02765,2025-11-01,268277,Barcelona
L11331,C04920,2025-11-01,4518,Valencia
L11332,C03766,2025-11-01,68517,Valencia
L11333,C00659,2025-11-01,175715,Madrid
L11334,C02828,2025-11-01,176260,Bilbao
L11335,C02059,2025-11-01,81035,Bilbao
L11336,C03328,2025-11-01,241799,Madrid
L11337,C00731,2025-11-01,149914,Sevilla
L11338,C01833,2025-11-01,69051,Madrid
L11339,C00409,2025-11-01,111464,Valencia
L11340,C04180,2025-11-01,141461,Sevilla
L11341,C03248,2025-11-01,269905,Barcelona
L11342,C04803,2025-11-01,105933,Valencia
L11343,C00134,2025-11-01,278251,Barcelona
L11344,C04884,2025-11-01,213733,Sevilla
L11345,C04960,2025-11-01,268572,Barcelona
L11346,C00667,2025-11-01,31694,Valencia
L11347,C00277,2025-11-01,101572,Sevilla
L11348,C03308,2025-11-01,288379,Valencia
L11349,C00882,2025-11-01,179184,Barcelona
L11350,C02061,2025-11-01,51479,Barcelona
L11351,C02083,2025-11-01,290328,Madrid
L11352,C01238,2025-11-01,102762,Madrid
L11353,C02453,2025-11-01,66392,Bilbao
L11354,C00159,2025-11-01,94215,Madrid
L11355,C02597,2025-11-01,262783,Madrid
L11356,C03816,2025-11-01,217828,Valencia
L11357,C04375,2025-11-01,272080,Sevilla
L11358,C02527,2025-11-01,277044,Sevilla
L11359,C00111,2025-11-01,41884,Sevilla
L11360,C00542,2025-11-01,72747,Bilbao
L11361,C01139,2025-11-01,11808,Madrid
L11362,C03284,2025-11-01,23378,Barcelona
L11363,C03611,2025-11-01,3902,Bilbao
L11364,C04456,2025-11-01,96827,Barcelona
L11365,C03558,2025-11-01,146016,Sevilla
L11366,C02420,2025-11-01,103179,Madrid
L11367,C01757,2025-11-01,196278,Barcelona
L11368,C03087,2025-11-01,280259,Bilbao
L11369,C02307,2025-11-01,207268,Madrid
L11370,C00976,2025-11-01,222672,Bilbao
L11371,C00723,2025-11-01,43011,Madrid
L11372,C02571,2025-11-01,117367,Madrid
L11373,C00325,2025-11-01,136472,Barcelona
L11374,C01530,2025-11-01,65449,Madrid
L11375,C01946,2025-11-01,13268,Madrid
L11376,C04487,2025-11-01,41244,Madrid
L11377,C02431,2025-11-01,42599,Barcelona
L11378,C04112,2025-11-01,212878,Barcelona
L11379,C03511,2025-11-01,20445,Bilbao
L11380,C00846,2025-11-01,272194,Sevilla
L11381,C04965,2025-11-01,31220,Valencia
L11382,C00568,2025-11-01,135799,Valencia
L11383,C03689,2025-11-01,173583,Madrid
L11384,C02180,2025-11-01,152251,Valencia
L11385,C02020,2025-11-01,296514,Madrid
L11386,C03320,2025-11-01,125744,Barcelona
L11387,C02321,2025-11-01,211928,Barcelona
L11388,C01647,2025-11-01,8764,Valencia
L11389,C04004,2025-11-01,211512,Sevilla
L11390,C03910,2025-11-01,105733,Barcelona
L11391,C03421,2025-11-01,110690,Madrid
L11392,C02532,2025-11-01,140407,Madrid
L11393,C00357,2025-11-01,107964,Sevilla
L11394,C03082,2025-11-01,121883,Barcelona
L11395,C02281,2025-11-01,89357,Madrid
L11396,C04132,2025-11-01,100537,Madrid
L11397,C02461,2025-11-01,71557,Barcelona
L11398,C02788,2025-11-01,94736,Madrid
L11399,C04210,2025-11-01,19846,Barcelona
L11400,C01198,2025-11-01,54856,Barcelona
L11401,C01279,2025-11-01,64652,Madrid
L11402,C00466,2025-11-01,89833,Madrid
L11403,C04001,2025-11-01,247692,Madrid
L11404,C03349,2025-11-01,187690,Valencia
L11405,C01488,2025-11-01,261228,Madrid
L11406,C04943,2025-11-01,85446,Sevilla
L11407,C04598,2025-11-01,98507,Valencia
L11408,C04537,2025-11-01,156907,Valencia
L11409,C00326,2025-11-01,25327,Barcelona
L11410,C01766,2025-11-01,72675,Madrid
L11411,C04163,2025-11-01,284180,Bilbao
L11412,C00304,2025-11-01,240057,Bilbao
L11413,C04580,2025-11-01,208986,Barcelona
L11414,C01441,2025-11-01,60893,Sevilla
L11415,C00149,2025-11-01,3919,Madrid
L11416,C03035,2025-11-01,175873,Sevilla
L11417,C02632,2025-11-01,24438,Madrid
L11418,C00096,2025-11-01,141480,Madrid
L11419,C03456,2025-11-01,126660,Barcelona
L11420,C04378,2025-11-01,258980,Barcelona
L11421,C02370,2025-11-01,254368,Madrid
L11422,C03468,2025-11-01,201096,Valencia
L11423,C00529,2025-11-01,259141,Madrid
L11424,C02311,2025-11-01,153983,Barcelona
L11425,C04676,2025-11-01,103326,Madrid
L11426,C01664,2025-11-01,220270,Sevilla
L11427,C03365,2025-11-01,298806,Barcelona
L11428,C02342,2025-11-01,71231,Sevilla
L11429,C04906,2025-11-01,95213,Barcelona
L11430,C00693,2025-11-01,5262,Madrid
L11431,C04331,2025-11-01,101128,Valencia
L11432,C00952,2025-11-01,269418,Valencia
L11433,C01361,2025-11-01,274785,Valencia
L11434,C00539,2025-11-01,123595,Barcelona
L11435,C00820,2025-11-01,156095,Barcelona
L11436,C03163,2025-11-01,24262,Madrid
L11437,C03926,2025-11-01,74858,Bilbao
L11438,C00272,2025-11-01,223235,Valencia
L11439,C01029,2025-11-01,249219,Sevilla
L11440,C03666,2025-11-01,59920,Madrid
L11441,C01243,2025-11-01,15725,Valencia
L11442,C01142,2025-11-01,227210,Sevilla
L11443,C00593,2025-11-01,231117,Barcelona
L11444,C01606,2025-11-01,123007,Madrid
L11445,C04211,2025-11-01,112102,Valencia
L11446,C03378,2025-11-01,183278,Valencia
L11447,C04072,2025-11-01,138354,Valencia
L11448,C04303,2025-11-01,77502,Madrid
L11449,C03695,2025-11-01,259346,Madrid
L11450,C02351,2025-11-01,11355,Valencia
L11451,C04208,2025-11-01,205086,Valencia
L11452,C01441,2025-11-01,287320,Valencia
L11453,C03627,2025-11-01,28246,Sevilla
L11454,C01883,2025-11-01,23579,Sevilla
L11455,C03712,2025-11-01,109184,Madrid
L11456,C00185,2025-11-01,58199,Madrid
L11457,C04997,2025-11-01,27124,Madrid
L11458,C00221,2025-11-01,21921,Madrid
L11459,C03189,2025-11-01,71925,Bilbao
L11460,C01094,2025-11-01,197755,Madrid
L11461,C02946,2025-11-01,157148,Sevilla
L11462,C02475,2025-11-01,285383,Madrid
L11463,C02616,2025-11-01,151962,Barcelona
L11464,C02013,2025-11-01,51469,Madrid
L11465,C02491,2025-11-01,100051,Madrid
L11466,C00601,2025-11-01,259347,Madrid
L11467,C01161,2025-11-01,188694,Barcelona
L11468,C04600,2025-11-01,34648,Barcelona
L11469,C04314,2025-11-01,185035,Madrid
L11470,C02736,2025-11-01,50258,Bilbao
L11471,C02219,2025-11-01,225414,Valencia
L11472,C04708,2025-11-01,167485,Sevilla
L11473,C01153,2025-11-01,75341,Madrid
L11474,C00057,2025-11-01,40278,Madrid
L11475,C01205,2025-11-01,202894,Sevilla
L11476,C04342,2025-11-01,121581,Valencia
L11477,C00144,2025-11-01,256568,Bilbao
L11478,C00368,2025-11-01,288893,Madrid
L11479,C01483,2025-11-01,290813,Madrid
L11480,C00616,2025-11-01,175864,Bilbao
L11481,C03639,2025-11-01,256463,Valencia
L11482,C03329,2025-11-01,82555,Sevilla
L11483,C03228,2025-11-01,195780,Madrid
L11484,C01589,2025-11-01,280898,Madrid
L11485,C02490,2025-11-01,254813,Barcelona
L11486,C03004,2025-11-01,142409,Bilbao
L11487,C00699,2025-11-01,29786,Bilbao
L11488,C04972,2025-11-01,230445,Madrid
L11489,C02824,2025-11-01,114134,Madrid
L11490,C00945,2025-11-01,159678,Barcelona
L11491,C03882,2025-11-01,171655,Sevilla
L11492,C00923,2025-11-01,90537,Sevilla
L11493,C01747,2025-11-01,27279,Madrid
L11494,C04121,2025-11-01,102922,Barcelona
L11495,C02854,2025-11-01,216686,Barcelona
L11496,C01560,2025-11-01,30397,Barcelona
L11497,C01084,2025-11-01,66619,Barcelona
L11498,C03539,2025-11-01,287382,Madrid
L11499,C00434,2025-11-01,261907,Barcelona
L11500,C02927,2025-11-01,67833,Valencia
L11501,C01090,2025-11-01,22792,Madrid
L11502,C02958,2025-11-01,181091,Bilbao
L11503,C02613,2025-11-01,244143,Madrid
L11504,C04192,2025-11-01,7077,Barcelona
L11505,C03760,2025-11-01,236081,Barcelona
L11506,C04264,2025-11-01,138422,Madrid
L11507,C02090,2025-11-01,218375,Barcelona
L11508,C01903,2025-11-01,286041,Sevilla
L11509,C02568,2025-11-01,193633,Bilbao
L11510,C01999,2025-11-01,287211,Barcelona
L11511,C03115,2025-11-01,61663,Valencia
L11512,C02995,2025-11-01,9164,Sevilla
L11513,C02011,2025-11-01,108216,Madrid
L11514,C04845,2025-11-01,289092,Barcelona
L11515,C01892,2025-11-01,87158,Barcelona
L11516,C00831,2025-11-01,224463,Barcelona
L11517,C00049,2025-11-01,126803,Madrid
L11518,C04211,2025-11-01,84572,Barcelona
L11519,C01179,2025-11-01,140486,Madrid
L11520,C03034,2025-11-01,110370,Barcelona
L11521,C00071,2025-11-01,203888,Barcelona
L11522,C00067,2025-11-01,61448,Barcelona
L11523,C01778,2025-11-01,166758,Bilbao
L11524,C02229,2025-11-01,79637,Valencia
L11525,C01790,2025-11-01,18440,Bilbao
L11526,C00613,2025-11-01,281908,Valencia
L11527,C01887,2025-11-01,262201,Sevilla
L11528,C01623,2025-11-01,31441,Sevilla
L11529,C00697,2025-11-01,15822,Valencia
L11530,C01238,2025-11-01,115319,Valencia
L11531,C02407,2025-11-01,284845,Barcelona
L11532,C00249,2025-11-01,223828,Valencia
L11533,C00638,2025-11-01,38577,Madrid
L11534,C00950,2025-11-01,240768,Valencia
L11535,C01905,2025-11-01,211105,Barcelona
L11536,C03588,2025-11-01,3753,Sevilla
L11537,C01112,2025-11-01,38554,Bilbao
L11538,C00176,2025-11-01,106065,Madrid
L11539,C00723,2025-11-01,255541,Valencia
L11540,C03843,2025-11-01,38720,Bilbao
L11541,C03675,2025-11-01,145402,Bilbao
L11542,C04867,2025-11-01,4874,Sevilla
L11543,C01948,2025-11-01,239156,Madrid
L11544,C00703,2025-11-01,267208,Madrid
L11545,C02129,2025-11-01,188776,Madrid
L11546,C00927,2025-11-01,162227,Bilbao
L11547,C04234,2025-11-01,90402,Valencia
L11548,C03505,2025-11-01,143076,Barcelona
L11549,C02518,2025-11-01,235639,Bilbao
L11550,C02398,2025-11-01,27888,Madrid
L11551,C01150,2025-11-01,275154,Valencia
L11552,C03381,2025-11-01,27901,Valencia
L11553,C01879,2025-11-01,278149,Barcelona
L11554,C01254,2025-11-01,60597,Barcelona
L11555,C01484,2025-11-01,295303,Madrid
L11556,C00310,2025-11-01,44585,Valencia
L11557,C03953,2025-11-01,55945,Barcelona
L11558,C03050,2025-11-01,180265,Madrid
L11559,C01565,2025-11-01,164344,Bilbao
L11560,C01501,2025-11-01,47252,Barcelona
L11561,C04866,2025-11-01,210284,Valencia
L11562,C00016,2025-11-01,249458,Madrid
L11563,C00606,2025-11-01,132891,Madrid
L11564,C01382,2025-11-01,291853,Bilbao
L11565,C04909,2025-11-01,224369,Valencia
L11566,C03384,2025-11-01,185394,Barcelona
L11567,C00895,2025-11-01,215499,Barcelona
L11568,C01568,2025-11-01,82076,Madrid
L11569,C00414,2025-11-01,149696,Bilbao
L11570,C04121,2025-11-01,33716,Madrid
L11571,C02005,2025-11-01,159704,Madrid
L11572,C00316,2025-11-01,18646,Bilbao
L11573,C04667,2025-11-01,277468,Madrid
L11574,C04821,2025-11-01,294275,Sevilla
L11575,C03056,2025-11-01,170757,Sevilla
L11576,C01850,2025-11-01,8688,Barcelona
L11577,C01954,2025-11-01,172004,Madrid
L11578,C00389,2025-11-01,255186,Sevilla
L11579,C02770,2025-11-01,121898,Valencia
L11580,C04540,2025-11-01,237521,Madrid
L11581,C03047,2025-11-01,33760,Sevilla
L11582,C02416,2025-11-01,200855,Valencia
L11583,C02390,2025-11-01,43471,Bilbao
L11584,C00304,2025-11-01,201362,Barcelona
L11585,C00764,2025-11-01,196899,Madrid
L11586,C01974,2025-11-01,132190,Bilbao
L11587,C00816,2025-11-01,53293,Valencia
L11588,C00878,2025-11-01,103582,Valencia
L11589,C04799,2025-11-01,214001,Valencia
L11590,C02327,2025-11-01,279778,Barcelona
L11591,C02430,2025-11-01,86825,Madrid
L11592,C02061,2025-11-01,280559,Valencia
L11593,C04399,2025-11-01,254466,Valencia
L11594,C01580,2025-11-01,206003,Bilbao
L11595,C04256,2025-11-01,141765,Madrid
L11596,C02202,2025-11-01,151515,Madrid
L11597,C03598,2025-11-01,262049,Sevilla
L11598,C01204,2025-11-01,216580,Sevilla
L11599,C02425,2025-11-01,93657,Madrid
L11600,C03876,2025-11-01,105081,Madrid
L11601,C02824,2025-11-01,86920,Barcelona
L11602,C03286,2025-11-01,221961,Madrid
L11603,C02064,2025-11-01,165196,Valencia
L11604,C01980,2025-11-01,194269,Valencia
L11605,C04349,2025-11-01,126341,Sevilla
L11606,C03132,2025-11-01,124131,Barcelona
L11607,C03093,2025-11-01,250284,Valencia
L11608,C04827,2025-11-01,229656,Bilbao
L11609,C03665,2025-11-01,283932,Bilbao
L11610,C02337,2025-11-01,220411,Madrid
L11611,C03615,2025-11-01,155942,Madrid
L11612,C00498,2025-11-01,254046,Bilbao
L11613,C03818,2025-11-01,192539,Barcelona
L11614,C04644,2025-11-01,119414,Valencia
L11615,C00132,2025-11-01,191479,Bilbao
L11616,C00858,2025-11-01,238832,Barcelona
L11617,C00521,2025-11-01,264314,Barcelona
L11618,C00030,2025-11-01,236759,Madrid
L11619,C03397,2025-11-01,13493,Bilbao
L11620,C04605,2025-11-01,73139,Valencia
L11621,C01261,2025-11-01,142195,Madrid
L11622,C01559,2025-11-01,181024,Valencia
L11623,C00016,2025-11-01,283414,Barcelona
L11624,C03606,2025-11-01,51819,Madrid
L11625,C01608,2025-11-01,281130,Madrid
L11626,C03518,2025-11-01,87209,Valencia
L11627,C02017,2025-11-01,84574,Valencia
L11628,C03575,2025-11-01,131364,Sevilla
L11629,C01744,2025-11-01,220710,Madrid
L11630,C03792,2025-11-01,75324,Bilbao
L11631,C03635,2025-11-01,95192,Barcelona
L11632,C01089,2025-11-01,80732,Madrid
L11633,C01362,2025-11-01,104637,Barcelona
L11634,C03373,2025-11-01,297186,Bilbao
L11635,C04474,2025-11-01,295955,Barcelona
L11636,C00476,2025-11-01,196284,Sevilla
L11637,C01290,2025-11-01,82865,Madrid
L11638,C00329,2025-11-01,81571,Bilbao
L11639,C04045,2025-11-01,230054,Barcelona
L11640,C01840,2025-11-01,170030,Bilbao
L11641,C01187,2025-11-01,14947,Sevilla
L11642,C04534,2025-11-01,114908,Valencia
L11643,C03415,2025-11-01,56918,Valencia
L11644,C03537,2025-11-01,278697,Madrid
L11645,C01774,2025-11-01,216633,Valencia
L11646,C02064,2025-11-01,194102,Barcelona
L11647,C01845,2025-11-01,161540,Barcelona
L11648,C04964,2025-11-01,95112,Barcelona
L11649,C02559,2025-11-01,148559,Bilbao
L11650,C01263,2025-11-01,55852,Madrid
L11651,C03292,2025-11-01,57037,Barcelona
L11652,C01019,2025-11-01,153953,Barcelona
L11653,C01790,2025-11-01,257798,Bilbao
L11654,C03525,2025-11-01,119512,Bilbao
L11655,C03505,2025-11-01,135953,Valencia
L11656,C00807,2025-11-01,292140,Valencia
L11657,C02667,2025-11-01,229606,Bilbao
L11658,C00405,2025-11-01,275844,Madrid
L11659,C00594,2025-11-01,161548,Valencia
L11660,C03950,2025-11-01,97978,Madrid
L11661,C04108,2025-11-01,189907,Bilbao
L11662,C03281,2025-11-01,80348,Barcelona
L11663,C02213,2025-11-01,285201,Barcelona
L11664,C01543,2025-11-01,34241,Barcelona
L11665,C00614,2025-11-01,239655,Sevilla
