LoanID,ClienteID,FechaDesembolso,ImporteAprobado,RiesgoAsignado
L10818,C00864,2025-11-20,98411,C
L10819,C00186,2025-10-02,144571,C
L10820,C04357,2025-12-09,153490,A
L10821,C01552,2024-09-23,261772,B
L10822,C02208,2024-04-16,282390,B
L10823,C00762,2025-07-13,108425,A
L10824,C04320,2024-05-17,136421,A
L10825,C01280,2025-09-06,203013,A
L10826,C04276,2024-02-16,149580,C
L10827,C04728,2025-10-26,102565,C
L10828,C03695,2025-01-02,115123,C
L10829,C03282,2024-01-06,33957,D
L10830,C01537,2025-06-06,143968,A
L10831,C03165,2025-06-12,110634,B
L10832,C02771,2025-10-16,140360,B
L10833,C01964,2024-09-28,26150,B
L10834,C03846,2024-03-06,115540,C
L10835,C03436,2025-02-23,110139,B
L10836,C04711,2024-12-04,236961,B
L10837,C00562,2025-05-12,288235,B
L10838,C02422,2025-04-13,136972,C
L10839,C04718,2024-11-26,286869,A
L10840,C02136,2025-09-30,33722,D
L10841,C02062,2024-05-10,218119,A
L10842,C02181,2025-06-13,23059,A
L10843,C01961,2025-12-19,23161,A
L10844,C03880,2025-08-23,206773,C
L10845,C03280,2025-03-13,15687,D
L10846,C03885,2024-08-30,13694,D
L10847,C03271,2025-04-07,175590,B
L10848,C04688,2024-12-15,132260,B
L10849,C00583,2024-01-17,166713,B
L10850,C01614,2025-04-10,176800,D
L10851,C01102,2024-12-28,219986,A
L10852,C00289,2024-07-28,206764,B
L10853,C03860,2025-09-02,231941,B
L10854,C03061,2025-06-08,191505,A
L10855,C02927,2025-11-29,212459,A
L10856,C04103,2025-02-23,61561,B
L10857,C01184,2024-05-12,272508,D
L10858,C04336,2024-01-14,220138,D
L10859,C01447,2024-02-13,29053,B
L10860,C01750,2025-01-11,224171,D
L10861,C01904,2024-10-21,212517,A
L10862,C03176,2025-01-30,110128,C
L10863,C01078,2024-04-13,43966,B
L10864,C02378,2025-03-20,293214,C
L10865,C00848,2024-03-02,202715,C
L10866,C02877,2025-07-18,114573,A
L10867,C01240,2025-02-15,239362,D
L10868,C01333,2025-09-21,237810,A
L10869,C03507,2024-11-16,111327,C
L10870,C02380,2024-05-10,155271,A
L10871,C04792,2024-07-17,110111,C
L10872,C04123,2024-02-05,5169,A
L10873,C03238,2024-08-03,52313,B
L10874,C02366,2025-08-08,65131,D
L10875,C02413,2024-11-01,216084,C
L10876,C03175,2025-07-20,112127,C
L10877,C00373,2024-01-12,177836,C
L10878,C01950,2024-03-23,166971,B
L10879,C00245,2024-02-01,223007,D
L10880,C01841,2025-02-11,201562,C
L10881,C03428,2024-03-26,159353,B
L10882,C00125,2025-02-14,117339,C
L10883,C04633,2025-12-13,73570,D
L10884,C02754,2025-07-16,124168,C
L10885,C01920,2024-09-12,77666,A
L10886,C01636,2024-08-28,107173,C
L10887,C01426,2025-12-17,267935,C
L10888,C01541,2025-12-08,279477,A
L10889,C00531,2025-03-27,245119,D
L10890,C04350,2024-01-01,172681,B
L10891,C03104,2025-08-23,176362,B
L10892,C04757,2024-10-08,140997,A
L10893,C01802,2025-10-12,59226,A
L10894,C01037,2025-08-21,82632,B
L10895,C03729,2025-05-28,7094,B
L10896,C04012,2025-11-10,54021,A
L10897,C03464,2024-04-28,207858,B
L10898,C01143,2025-05-19,20362,A
L10899,C01756,2024-03-20,177647,C
L10900,C04841,2025-09-14,279329,D
L10901,C01630,2025-11-07,175843,B
L10902,C00763,2024-08-06,171141,C
L10903,C04890,2025-05-31,145836,C
L10904,C04840,2025-12-27,245596,C
L10905,C03958,2025-12-07,163185,A
L10906,C00558,2025-04-10,284032,A
L10907,C04622,2025-06-01,281892,D
L10908,C00840,2025-05-16,254482,A
L10909,C00003,2024-02-27,254443,A
L10910,C01052,2024-12-02,120091,A
L10911,C01405,2025-05-24,287859,B
L10912,C00157,2025-09-05,7906,B
L10913,C01938,2025-03-01,98125,B
L10914,C00511,2025-07-13,278952,A
L10915,C03405,2025-01-04,157184,A
L10916,C04783,2025-02-14,225701,A
L10917,C01138,2025-11-05,69945,B
L10918,C03915,2025-03-07,72105,B
L10919,C03322,2024-07-14,241106,A
L10920,C04667,2025-01-11,293563,A
L10921,C00715,2024-12-30,16156,C
L10922,C02287,2025-10-05,10062,C
L10923,C02655,2025-02-08,189889,A
L10924,C00991,2025-05-06,39940,B
L10925,C04430,2024-03-06,27463,B
L10926,C02161,2025-01-25,76813,A
L10927,C04458,2024-03-23,39017,D
L10928,C02145,2025-04-25,256824,A
L10929,C02064,2024-08-16,166316,A
L10930,C02604,2025-12-31,269841,A
L10931,C01978,2024-08-12,237129,C
L10932,C00376,2024-04-22,115930,C
L10933,C00742,2025-10-13,59086,B
L10934,C04486,2024-07-03,93385,B
L10935,C02668,2025-05-26,41652,A
L10936,C01241,2024-06-21,143326,D
L10937,C03471,2025-06-06,205899,A
L10938,C04920,2025-11-01,66631,A
L10939,C02368,2024-07-23,214648,D
L10940,C02244,2025-06-21,109084,D
L10941,C03550,2024-11-14,124771,B
L10942,C00418,2024-06-07,64019,B
L10943,C00607,2024-10-04,156539,D
L10944,C00568,2024-05-27,5372,C
L10945,C00544,2024-03-23,238865,C
L10946,C00884,2025-02-22,215809,A
L10947,C04799,2025-06-21,207459,C
L10948,C01224,2025-08-05,76564,A
L10949,C02894,2025-07-02,128297,B
L10950,C02069,2025-01-26,133058,A
L10951,C03710,2024-05-12,68615,A
L10952,C01787,2025-09-29,251576,B
L10953,C01458,2025-09-18,296589,A
L10954,C01915,2025-08-26,195219,A
L10955,C00078,2024-08-29,170172,A
L10956,C03614,2025-03-26,81974,D
L10957,C01309,2024-07-18,126049,A
L10958,C00648,2025-12-19,184871,A
L10959,C02188,2024-04-26,67716,B
L10960,C00553,2024-08-06,34884,C
L10961,C00282,2024-10-31,6796,B
L10962,C01282,2024-08-30,148233,D
L10963,C01847,2024-10-18,72713,A
L10964,C02488,2024-10-27,118796,B
L10965,C02794,2025-11-14,43577,C
L10966,C03712,2025-01-22,59765,B
L10967,C04200,2025-08-10,29841,A
L10968,C04862,2024-07-27,30498,B
L10969,C02777,2024-11-09,113567,D
L10970,C01597,2025-09-08,226717,C
L10971,C00480,2024-01-26,240352,A
L10972,C03313,2024-03-19,117642,A
L10973,C03219,2024-05-07,213783,C
L10974,C01964,2025-02-16,72229,A
L10975,C02143,2024-05-16,68914,B
L10976,C03899,2024-11-29,187275,A
L10977,C02073,2025-07-01,229874,A
L10978,C01296,2025-01-22,281982,C
L10979,C00939,2025-07-24,106224,C
L10980,C00762,2024-08-17,91765,B
L10981,C04750,2025-02-24,74703,A
L10982,C01670,2024-05-03,158687,C
L10983,C03863,2024-03-28,43907,A
L10984,C02686,2024-05-20,201115,B
L10985,C03900,2024-02-20,189248,A
L10986,C01932,2025-07-20,38330,B
L10987,C03940,2025-02-08,184217,B
L10988,C01127,2024-12-02,60244,C
L10989,C03298,2025-10-23,208600,C
L10990,C04671,2025-10-26,213826,B
L10991,C01204,2025-12-31,45564,A
L10992,C04136,2025-12-31,231939,A
L10993,C03773,2024-12-31,108963,A
L10994,C00520,2024-09-14,220963,C
L10995,C02284,2025-01-22,185568,A
L10996,C04559,2024-02-14,126299,A
L10997,C00483,2024-09-25,125972,B
L10998,C02478,2024-11-06,67469,A
L10999,C03094,2025-11-02,269860,C
L11000,C00343,2024-10-04,168433,B
L11001,C01463,2025-04-19,32254,A
L11002,C01203,2025-07-20,108964,B
L11003,C01622,2024-05-24,114623,C
L11004,C02399,2024-08-22,288421,D
L11005,C03597,2025-11-21,22503,C
L11006,C03536,2025-12-20,105566,A
L11007,C02878,2024-05-15,251502,A
L11008,C02391,2025-03-20,168307,B
L11009,C03352,2024-12-18,157759,B
L11010,C02914,2025-01-28,184481,A
L11011,C01190,2024-10-01,114264,D
L11012,C02341,2025-01-18,144850,C
L11013,C03581,2024-11-18,165855,B
L11014,C01604,2024-07-01,214982,A
L11015,C03298,2025-07-26,50596,A
L11016,C00598,2025-03-15,134739,B
L11017,C00645,2024-03-03,24733,C
L11018,C04544,2025-12-27,114082,D
L11019,C02903,2025-10-12,17372,B
L11020,C00764,2025-10-07,116950,B
L11021,C04831,2024-02-03,189017,B
L11022,C01643,2025-12-05,78353,A
L11023,C02298,2025-04-21,89757,B
L11024,C04697,2024-03-27,200755,C
L11025,C02173,2024-07-28,264923,B
L11026,C02161,2025-04-06,119687,A
L11027,C03750,2024-03-21,253146,B
L11028,C02923,2024-11-17,264739,C
L11029,C00580,2025-02-18,154297,B
L11030,C03805,2024-07-08,63546,C
L11031,C04879,2024-08-20,256126,A
L11032,C02369,2025-01-26,13064,B
L11033,C03933,2024-06-17,108073,C
L11034,C04628,2025-03-18,201924,B
L11035,C03361,2024-06-16,223061,D
L11036,C04708,2024-08-18,37195,A
L11037,C01101,2024-05-29,267347,A
L11038,C01671,2025-10-25,274604,A
L11039,C02221,2025-07-03,123463,D
L11040,C04971,2025-01-20,229128,C
L11041,C00217,2025-01-15,127268,A
L11042,C00376,2024-10-01,190782,A
L11043,C01610,2025-09-08,140427,A
L11044,C04107,2024-03-02,36935,B
L11045,C03840,2025-04-11,122739,A
L11046,C02940,2025-06-11,7663,A
L11047,C04063,2024-05-29,177463,B
L11048,C01614,2024-05-21,223070,C
L11049,C03680,2024-04-25,183884,B
L11050,C04914,2024-03-05,195934,C
L11051,C01297,2025-03-04,15318,B
L11052,C03997,2024-11-05,253925,A
L11053,C04787,2025-12-06,190003,B
L11054,C01156,2025-03-05,115723,B
L11055,C04880,2024-06-09,215865,B
L11056,C02367,2024-11-01,159855,A
L11057,C02892,2024-12-26,41902,A
L11058,C01973,2024-10-04,224286,D
L11059,C00785,2024-10-22,172611,A
L11060,C04493,2025-07-04,216919,C
L11061,C01082,2024-06-17,204865,A
L11062,C02034,2025-04-03,51543,D
L11063,C01615,2025-08-02,16398,D
L11064,C04556,2024-01-07,231806,C
L11065,C02417,2025-08-19,223380,B
L11066,C04642,2025-12-11,266617,B
L11067,C03654,2024-05-11,114809,A
L11068,C00497,2025-08-10,55396,A
L11069,C00505,2024-12-12,115583,A
L11070,C03387,2025-12-21,71193,B
L11071,C02209,2025-08-18,25840,D
L11072,C04814,2024-09-09,191292,A
L11073,C03217,2025-02-13,226039,B
L11074,C03667,2025-06-26,163691,B
L11075,C01409,2024-12-20,103119,A
L11076,C04365,2025-12-13,85061,A
L11077,C04078,2025-07-17,50384,A
L11078,C01478,2025-01-02,129679,C
L11079,C04961,2025-08-06,297061,D
L11080,C02398,2025-05-25,93155,A
L11081,C00110,2025-06-16,75071,D
L11082,C03555,2025-06-11,85116,C
L11083,C00650,2025-06-11,72512,B
L11084,C01500,2025-02-05,193161,A
L11085,C00596,2024-06-23,123880,C
L11086,C00979,2024-03-18,52055,A
L11087,C00731,2025-03-15,268081,C
L11088,C00057,2025-07-02,266049,B
L11089,C02244,2024-08-19,223588,A
L11090,C01702,2025-02-03,284817,B
L11091,C01287,2024-07-31,107974,C
L11092,C00112,2024-07-11,252910,B
L11093,C04807,2025-07-25,184654,C
L11094,C01202,2025-12-01,193928,B
L11095,C00948,2024-09-23,17953,D
L11096,C04122,2024-05-05,72052,A
L11097,C00758,2025-12-15,182412,C
L11098,C03389,2025-01-16,48042,C
L11099,C01842,2025-06-27,162579,B
L11100,C03536,2025-05-16,129765,A
L11101,C02294,2025-02-06,138425,B
L11102,C01105,2024-09-17,279143,B
L11103,C00662,2025-01-21,68134,B
L11104,C00909,2025-02-15,221321,C
L11105,C04618,2024-12-11,209901,A
L11106,C01857,2024-04-03,75086,A
L11107,C02312,2024-11-23,50248,B
L11108,C00790,2024-04-09,263945,A
L11109,C00172,2025-04-05,201906,B
L11110,C04361,2024-11-10,172956,B
L11111,C01987,2024-01-25,12647,C
L11112,C01886,2025-05-08,73079,B
L11113,C00476,2024-12-18,221851,B
L11114,C01050,2024-04-26,206386,A
L11115,C04130,2024-07-17,85094,A
L11116,C02312,2024-10-05,58546,B
L11117,C01162,2025-08-04,297177,C
L11118,C00816,2024-03-19,251047,B
L11119,C03767,2025-02-27,265993,B
L11120,C02923,2024-12-19,36000,B
L11121,C00754,2025-06-09,77113,B
L11122,C04662,2025-06-24,148701,A
L11123,C00462,2025-10-17,242478,B
L11124,C03240,2025-04-21,131956,A
L11125,C02703,2024-01-10,231371,B
L11126,C00081,2025-07-12,205544,C
L11127,C02805,2025-05-17,104294,A
L11128,C00870,2024-09-16,101155,B
L11129,C04695,2025-06-07,274865,C
L11130,C00807,2025-08-18,116870,B
L11131,C01935,2024-01-06,72714,A
L11132,C00704,2024-02-04,100166,B
L11133,C02524,2024-06-23,116992,C
L11134,C02640,2025-03-17,276891,A
L11135,C04583,2025-07-30,136050,A
L11136,C03910,2024-05-26,157390,B
L11137,C04802,2025-07-22,134244,A
L11138,C01165,2024-07-11,162691,C
L11139,C00620,2024-01-13,78640,C
L11140,C03067,2025-06-13,143410,A
L11141,C04873,2024-09-02,232681,B
L11142,C00447,2025-11-05,147395,C
L11143,C02338,2024-04-23,216158,A
L11144,C00209,2024-08-20,265023,C
L11145,C02461,2025-11-08,133191,A
L11146,C03443,2024-11-17,286063,A
L11147,C02712,2025-06-21,154728,A
L11148,C02338,2024-05-05,254223,A
L11149,C01292,2024-11-08,21544,B
L11150,C02199,2025-05-25,55936,D
L11151,C01401,2025-04-28,195360,A
L11152,C04951,2024-10-07,224590,A
L11153,C02656,2024-10-09,286710,B
L11154,C04013,2025-10-12,19880,A
L11155,C00705,2025-09-04,148008,A
L11156,C00826,2025-01-26,259718,D
L11157,C01005,2025-06-06,17198,B
L11158,C03461,2025-01-16,13376,C
L11159,C00377,2024-08-03,72432,A
L11160,C00973,2025-06-25,220531,B
L11161,C04214,2025-08-28,68295,B
L11162,C03077,2024-04-25,234953,C
L11163,C00444,2025-05-23,56313,A
L11164,C00755,2025-05-14,111873,C
L11165,C03605,2024-09-27,287376,A
L11166,C04736,2025-03-15,219300,D
L11167,C02172,2024-10-17,50108,A
L11168,C02706,2024-02-08,227886,B
L11169,C03466,2024-01-24,212435,A
L11170,C02712,2024-02-12,90305,B
L11171,C02408,2024-06-18,9821,A
L11172,C00623,2024-12-05,153869,B
L11173,C01724,2024-06-17,70580,B
L11174,C03323,2025-06-21,272380,B
L11175,C01920,2025-11-22,31745,A
L11176,C00919,2025-04-16,142697,C
L11177,C04216,2025-10-23,98353,A
L11178,C00582,2025-10-06,155181,D
L11179,C03882,2024-05-22,162071,C
L11180,C01687,2025-11-06,271158,B
L11181,C03910,2024-04-10,43548,A
L11182,C02000,2025-07-28,206203,A
L11183,C02712,2025-08-27,46033,B
L11184,C00401,2025-12-19,63235,A
L11185,C03649,2025-04-19,81860,C
L11186,C02629,2024-11-06,100285,C
L11187,C01657,2025-08-06,30822,D
L11188,C00621,2024-02-29,87392,B
L11189,C00247,2024-01-29,125123,D
L11190,C03340,2025-06-14,39985,A
L11191,C03011,2024-03-13,30276,C
L11192,C04720,2025-01-28,218044,A
L11193,C02369,2025-01-28,139059,A
L11194,C03995,2025-04-25,275474,A
L11195,C01840,2025-04-17,162045,A
L11196,C02904,2024-11-08,235203,B
L11197,C04396,2025-03-13,53119,D
L11198,C04499,2024-11-19,230833,A
L11199,C03692,2024-03-27,33940,B
L11200,C03842,2024-12-24,13377,A
L11201,C04349,2025-11-25,209010,A
L11202,C01393,2024-07-15,272072,A
L11203,C03751,2025-01-19,14604,D
L11204,C04256,2024-04-27,53029,B
L11205,C03009,2025-05-12,149849,C
L11206,C04301,2025-04-06,57068,B
L11207,C03339,2025-05-10,206145,C
L11208,C03515,2025-08-16,197550,B
L11209,C04954,2024-09-03,192275,C
L11210,C00760,2024-08-21,167977,B
L11211,C02769,2025-02-20,117236,B
L11212,C03089,2025-04-11,108949,A
L11213,C02116,2025-04-26,140333,A
L11214,C04229,2024-12-30,42306,C
L11215,C01724,2024-06-01,39537,A
L11216,C02967,2024-09-28,32337,B
L11217,C00430,2025-01-26,134162,B
L11218,C02356,2025-06-30,264850,C
L11219,C02460,2025-12-25,284720,A
L11220,C04193,2025-12-23,40584,B
L11221,C01719,2025-03-05,98733,B
L11222,C01266,2025-10-12,223209,C
L11223,C01309,2024-07-07,249795,B
L11224,C01051,2024-09-08,211778,B
L11225,C03474,2025-01-29,208363,D
L11226,C02250,2025-10-23,224459,A
L11227,C02810,2024-08-06,279167,A
L11228,C02922,2025-08-16,266199,C
L11229,C04677,2024-07-08,67919,A
L11230,C04042,2024-08-21,5540,B
L11231,C02418,2025-11-18,13837,B
L11232,C00533,2024-08-19,255845,A
L11233,C00899,2024-12-23,157257,A
L11234,C02655,2025-04-22,108030,B
L11235,C01470,2025-07-28,159478,A
L11236,C02921,2025-03-04,54054,B
L11237,C01253,2024-08-24,186912,B
L11238,C00770,2024-02-02,276190,C
L11239,C00834,2024-07-31,241394,A
L11240,C02210,2025-07-25,64821,A
L11241,C04650,2025-01-13,226703,B
L11242,C03425,2024-01-02,81668,B
L11243,C01092,2025-03-25,170247,C
L11244,C01197,2025-07-22,14012,B
L11245,C03915,2025-03-02,12030,A
L11246,C01661,2025-10-11,127047,B
L11247,C04655,2024-10-05,222522,C
L11248,C00261,2024-08-01,234347,A
L11249,C02265,2024-10-11,148099,A
L11250,C04901,2025-06-26,207814,C
L11251,C01186,2025-12-18,98399,A
L11252,C02450,2024-09-30,285709,B
L11253,C03534,2024-01-11,233285,A
L11254,C04371,2024-02-16,169197,C
L11255,C04302,2025-05-29,147710,B
L11256,C03345,2025-10-03,190352,A
L11257,C00867,2025-03-13,276369,C
L11258,C00093,2025-08-06,101774,A
L11259,C03179,2025-11-01,295497,A
L11260,C01352,2025-03-02,53531,D
L11261,C00365,2025-03-07,137730,B
L11262,C04917,2024-05-09,292294,C
L11263,C03719,2024-01-22,149387,D
L11264,C01925,2025-01-23,154275,C
L11265,C03096,2024-05-14,126159,A
L11266,C02539,2025-06-15,43649,A
L11267,C01297,2024-08-07,175495,B
L11268,C02277,2024-11-28,243498,A
L11269,C00003,2024-05-09,199689,B
L11270,C03493,2024-02-01,287536,B
L11271,C01754,2025-08-24,142115,B
L11272,C00911,2025-02-28,263634,B
L11273,C00307,2024-10-24,21867,B
L11274,C04232,2025-05-18,170030,C
L11275,C04016,2025-11-15,297552,C
L11276,C01439,2024-12-22,31279,B
L11277,C00873,2025-03-30,165539,A
L11278,C01142,2025-02-04,107868,B
L11279,C00666,2025-07-12,231199,B
L11280,C00209,2025-12-09,162768,B
L11281,C00952,2025-03-30,242619,A
L11282,C01058,2024-02-03,32578,C
L11283,C04745,2024-09-04,6908,B
L11284,C04723,2024-02-11,103059,C
L11285,C04621,2024-05-02,84368,A
L11286,C04009,2024-01-27,220369,B
L11287,C01869,2025-04-06,102543,A
L11288,C04865,2025-07-24,174258,B
L11289,C00772,2024-05-26,207962,A
L11290,C04836,2025-05-10,285015,C
L11291,C04031,2025-09-18,219878,A
L11292,C00522,2025-04-30,39984,B
L11293,C03356,2025-04-04,217912,B
L11294,C01401,2025-12-11,291434,B
L11295,C03739,2024-05-07,261515,C
L11296,C04344,2025-01-10,150505,A
L11297,C03724,2025-10-26,234056,A
L11298,C03248,2024-03-23,173671,A
L11299,C01859,2025-06-18,146890,B
L11300,C04782,2025-06-06,11984,B
L11301,C04065,2025-11-29,248138,C
L11302,C04682,2025-09-19,272738,B
L11303,C02399,2025-11-04,198332,D
L11304,C00143,2024-04-12,215338,A
L11305,C02852,2025-06-02,258251,A
L11306,C03470,2024-12-27,221677,A
L11307,C03696,2025-11-14,55570,A
L11308,C00718,2024-09-12,100350,D
L11309,C00643,2024-09-03,133742,B
L11310,C03441,2024-07-10,124788,A
L11311,C02549,2025-09-17,67405,B
L11312,C03694,2025-06-18,116606,C
L11313,C00370,2024-11-09,67653,A
L11314,C03651,2024-10-02,106791,B
L11315,C00787,2025-01-07,125598,A
L11316,C00950,2025-03-19,166897,B
L11317,C00522,2025-10-09,125996,A
L11318,C02944,2024-07-13,217313,B
L11319,C00355,2024-09-14,237545,B
L11320,C02336,2025-08-04,80237,B
L11321,C01483,2024-12-25,97150,D
L11322,C01648,2025-07-01,85202,D
L11323,C03046,2024-04-17,79894,A
L11324,C04632,2024-01-24,253514,A
L11325,C02216,2025-10-13,55817,A
L11326,C04717,2025-04-09,74574,A
L11327,C00428,2024-01-22,264972,B
L11328,C02538,2025-05-16,25071,A
L11329,C00545,2025-12-16,58694,B
L11330,C02765,2025-05-15,265575,A
L11331,C04920,2025-08-15,5733,A
L11332,C03766,2025-02-10,66127,C
L11333,C00659,2024-11-25,171761,A
L11334,C02828,2025-12-03,180361,A
L11335,C02059,2024-10-12,83345,A
L11336,C03328,2024-05-26,244274,A
L11337,C00731,2025-01-18,149758,C
L11338,C01833,2024-01-11,74034,B
L11339,C00409,2024-10-02,112620,B
L11340,C04180,2025-07-21,140789,C
L11341,C03248,2025-11-15,271998,C
L11342,C04803,2024-10-29,105162,A
L11343,C00134,2024-07-22,281502,A
L11344,C04884,2024-12-10,217192,A
L11345,C04960,2024-09-22,272104,A
L11346,C00667,2024-01-22,31576,B
L11347,C00277,2025-06-19,96909,A
L11348,C03308,2025-12-06,285844,A
L11349,C00882,2024-04-05,179612,B
L11350,C02061,2025-03-20,52417,B
L11351,C02083,2024-09-19,286556,C
L11352,C01238,2025-08-06,102760,A
L11353,C02453,2025-01-17,64291,B
L11354,C00159,2025-07-03,96255,A
L11355,C02597,2025-01-26,263757,D
L11356,C03816,2025-08-23,221140,A
L11357,C04375,2025-06-23,274665,B
L11358,C02527,2024-04-01,278493,D
L11359,C00111,2025-07-19,37768,A
L11360,C00542,2024-06-07,67985,C
L11361,C01139,2024-08-15,12611,A
L11362,C03284,2025-04-17,24012,A
L11363,C03611,2025-01-06,6548,A
L11364,C04456,2025-01-10,95297,D
L11365,C03558,2025-07-06,150060,A
L11366,C02420,2024-02-06,99729,A
L11367,C01757,2025-09-28,197258,D
L11368,C03087,2025-11-21,281641,B
L11369,C02307,2024-02-06,207653,B
L11370,C00976,2024-04-10,226217,B
L11371,C00723,2025-06-26,43457,A
L11372,C02571,2024-07-08,113296,C
L11373,C00325,2025-05-26,133919,C
L11374,C01530,2025-10-19,66976,A
L11375,C01946,2024-03-30,15275,A
L11376,C04487,2024-01-06,43151,C
L11377,C02431,2024-05-18,39173,A
L11378,C04112,2024-04-04,216057,B
L11379,C03511,2025-09-22,20960,B
L11380,C00846,2025-09-23,271682,C
L11381,C04965,2025-01-20,33709,A
L11382,C00568,2024-05-02,138211,C
L11383,C03689,2024-10-11,172634,A
L11384,C02180,2024-12-31,155175,A
L11385,C02020,2025-11-21,291576,B
L11386,C03320,2025-05-04,130211,A
L11387,C02321,2024-11-20,213168,C
L11388,C01647,2025-02-10,11069,B
L11389,C04004,2025-06-02,210287,B
L11390,C03910,2025-09-30,103582,B
L11391,C03421,2024-03-17,105895,D
L11392,C02532,2024-08-21,135640,C
L11393,C00357,2025-08-08,103658,B
L11394,C03082,2025-04-28,118982,B
L11395,C02281,2025-04-08,89162,B
L11396,C04132,2024-09-27,103861,C
L11397,C02461,2025-04-11,74022,A
L11398,C02788,2025-04-13,93164,A
L11399,C04210,2025-09-23,23376,B
L11400,C01198,2025-06-30,55184,A
L11401,C01279,2025-12-19,65854,A
L11402,C00466,2024-09-26,92936,B
L11403,C04001,2025-08-27,247342,A
L11404,C03349,2025-01-12,191198,A
L11405,C01488,2024-06-25,259737,B
L11406,C04943,2024-09-30,82934,B
L11407,C04598,2025-11-21,93904,A
L11408,C04537,2025-10-02,158802,B
L11409,C00326,2025-09-28,23167,B
L11410,C01766,2024-01-27,68178,A
L11411,C04163,2025-07-29,284712,A
L11412,C00304,2024-02-29,236044,C
L11413,C04580,2025-12-31,207432,B
L11414,C01441,2024-08-04,64657,A
L11415,C00149,2025-11-11,5571,A
L11416,C03035,2025-10-22,173140,A
L11417,C02632,2024-09-26,25122,A
L11418,C00096,2024-04-25,136655,C
L11419,C03456,2024-09-01,127011,B
L11420,C04378,2025-10-21,261172,B
L11421,C02370,2025-08-26,259259,A
L11422,C03468,2024-03-25,197961,A
L11423,C00529,2025-08-21,258300,D
L11424,C02311,2025-09-23,158035,C
L11425,C04676,2025-03-25,107874,C
L11426,C01664,2025-06-19,217348,A
L11427,C03365,2024-03-29,295508,B
L11428,C02342,2025-07-02,76227,B
L11429,C04906,2025-05-21,94950,D
L11430,C00693,2025-02-11,10126,A
L11431,C04331,2024-09-27,97144,D
L11432,C00952,2025-06-07,270906,C
L11433,C01361,2025-05-08,269930,B
L11434,C00539,2025-08-29,121363,A
L11435,C00820,2025-03-23,152489,C
L11436,C03163,2025-06-26,21294,C
L11437,C03926,2024-12-15,73335,A
L11438,C00272,2024-11-23,219847,A
L11439,C01029,2024-10-12,246248,B
L11440,C03666,2024-02-04,55209,B
L11441,C01243,2025-06-16,11938,C
L11442,C01142,2025-09-14,222493,D
L11443,C00593,2025-05-02,231321,B
L11444,C01606,2025-05-01,127285,C
L11445,C04211,2024-05-24,109875,A
L11446,C03378,2025-06-07,179993,B
L11447,C04072,2024-05-25,140460,A
L11448,C04303,2025-05-17,73163,C
L11449,C03695,2025-08-26,254580,A
L11450,C02351,2025-09-18,12247,A
L11451,C04208,2025-06-10,205251,D
L11452,C01441,2024-09-28,289719,D
L11453,C03627,2025-06-17,25146,A
L11454,C01883,2025-09-21,27371,A
L11455,C03712,2024-04-04,112102,D
L11456,C00185,2025-03-22,56507,C
L11457,C04997,2025-02-18,31875,D
L11458,C00221,2024-09-13,18792,B
L11459,C03189,2024-09-18,76679,A
L11460,C01094,2024-03-27,196973,A
L11461,C02946,2025-03-11,154542,B
L11462,C02475,2025-07-23,286878,D
L11463,C02616,2024-04-17,149175,B
L11464,C02013,2024-01-19,52728,A
L11465,C02491,2024-12-30,95487,B
L11466,C00601,2025-10-14,261040,B
L11467,C01161,2025-01-13,186917,B
L11468,C04600,2024-06-08,35766,B
L11469,C04314,2024-04-09,180587,A
L11470,C02736,2024-09-21,50240,A
L11471,C02219,2024-02-18,226255,C
L11472,C04708,2025-11-07,167360,A
L11473,C01153,2025-02-18,72310,A
L11474,C00057,2024-02-28,42432,A
L11475,C01205,2024-07-01,206667,C
L11476,C04342,2025-10-20,125050,A
L11477,C00144,2025-03-22,254826,A
L11478,C00368,2024-10-27,289641,B
L11479,C01483,2025-08-30,295427,A
L11480,C00616,2025-07-08,177184,C
L11481,C03639,2024-12-19,256134,B
L11482,C03329,2024-07-31,80280,C
L11483,C03228,2024-07-07,196983,A
L11484,C01589,2025-10-04,279607,B
L11485,C02490,2024-12-12,257046,C
L11486,C03004,2024-05-16,142232,A
L11487,C00699,2024-01-30,32682,A
L11488,C04972,2024-05-25,227183,B
L11489,C02824,2025-04-12,110446,B
L11490,C00945,2025-09-08,157477,A
L11491,C03882,2025-05-17,175148,A
L11492,C00923,2024-07-09,90065,B
L11493,C01747,2025-04-15,29527,B
L11494,C04121,2025-11-20,106019,C
L11495,C02854,2024-12-10,217694,B
L11496,C01560,2024-01-01,26777,B
L11497,C01084,2024-04-19,67382,B
L11498,C03539,2024-03-04,282534,B
L11499,C00434,2024-02-22,264606,A
L11500,C02927,2024-09-18,62853,A
L11501,C01090,2025-06-12,22921,C
L11502,C02958,2024-10-28,176578,B
L11503,C02613,2024-08-21,243368,B
L11504,C04192,2024-03-13,8243,B
L11505,C03760,2024-12-22,231699,C
L11506,C04264,2025-08-25,139738,B
L11507,C02090,2025-04-28,218929,D
L11508,C01903,2024-01-06,286555,A
L11509,C02568,2025-12-10,196198,A
L11510,C01999,2025-12-08,290730,A
L11511,C03115,2024-05-16,63862,D
L11512,C02995,2025-02-07,6258,C
L11513,C02011,2025-09-19,110356,A
L11514,C04845,2025-07-08,286638,B
L11515,C01892,2025-07-23,89673,B
